ID,Name,Source,Source Type,Description,VC Workflows,VC Tasks,Skill Type,Installation,Official,Verified,Tags,Notes,VC Relevance,Requires Integration,Knowledge Category,Download Status
skill-284,Demo Script Skill,github.com/propane-ai/kits/tree/main/plugins/GTM/skills/demo-script,github,"Create product demo scripts with discovery questions, value proposition frameworks, and personalized storylines.",portfolio_support,strategic_research,skill,,No,No,"demo, presentation, sales, script",,2,No,gtm_sales,downloaded
skill-286,ROI Calculator Skill,github.com/propane-ai/kits/tree/main/plugins/GTM/skills/roi-calculator,github,"Build ROI and business case calculators with value quantification, payback period analysis, and TCO frameworks.","due_diligence, portfolio_support",financial_analysis,skill,,No,No,"ROI, business-case, TCO, value",,4,No,financial_modeling,downloaded
skill-287,Churn Prediction Skill,github.com/propane-ai/kits/tree/main/plugins/CX/skills/churn-prediction,github,"Analyze customer churn patterns with risk scoring, early warning indicators, and retention strategy frameworks.","portfolio_support, due_diligence","kpi_tracking, strategic_research",skill,,No,No,"churn, retention, customer-success, risk",,4,No,portfolio_operations,downloaded
skill-288,Expansion Playbook Skill,github.com/propane-ai/kits/tree/main/plugins/CX/skills/expansion-playbook,github,"Create customer expansion playbooks with upsell/cross-sell identification, expansion triggers, and revenue growth frameworks.",portfolio_support,"strategic_research, kpi_tracking",skill,,No,No,"expansion, upsell, NRR, growth",,3,No,gtm_sales,downloaded
skill-289,Health Scoring Skill,github.com/propane-ai/kits/tree/main/plugins/CX/skills/health-scoring,github,"Build customer health scoring models with usage metrics, engagement signals, and risk assessment frameworks.",portfolio_support,kpi_tracking,skill,,No,No,"health-score, customer-success, engagement, risk",,4,No,portfolio_operations,downloaded
skill-290,Quarterly Business Review Skill,github.com/propane-ai/kits/tree/main/plugins/CX/skills/prepare-quarterly-business-review,github,"Prepare quarterly business reviews with performance metrics, strategic recommendations, and customer success stories.","portfolio_support, fund_operations","kpi_tracking, board_materials",skill,,No,No,"QBR, review, metrics, quarterly",,4,No,portfolio_operations,downloaded
skill-291,Product Competitive Analysis Skill,github.com/propane-ai/kits/tree/main/plugins/Product/skills/competitive-analysis,github,"Conduct product-level competitive analysis with feature matrices, UX comparison, and product strategy implications.","due_diligence, portfolio_support","competitive_analysis, strategic_research",skill,,No,No,"product, competitive-analysis, features, UX",,4,No,market_research,downloaded
skill-292,Product Metrics Tracking Skill,github.com/propane-ai/kits/tree/main/plugins/Product/skills/metrics-tracking,github,"Track and analyze product metrics including engagement, retention, feature adoption, and product-market fit indicators.",portfolio_support,kpi_tracking,skill,,No,No,"product-metrics, engagement, adoption, PMF",,4,No,portfolio_operations,downloaded
skill-293,Roadmap Management Skill,github.com/propane-ai/kits/tree/main/plugins/Product/skills/roadmap-management,github,"Manage product roadmaps with prioritization frameworks, timeline planning, and stakeholder alignment tools.",portfolio_support,strategic_research,skill,,No,No,"roadmap, prioritization, planning, product",,4,No,portfolio_operations,downloaded
skill-294,User Research Synthesis Skill,github.com/propane-ai/kits/tree/main/plugins/Product/skills/user-research-synthesis,github,"Synthesize user research findings into actionable insights with pattern identification, persona development, and recommendation frameworks.","due_diligence, portfolio_support","management_research, strategic_research",skill,,No,No,"user-research, synthesis, insights, personas",,3,No,market_research,downloaded
skill-295,Marketing Competitive Analysis Skill,github.com/propane-ai/kits/tree/main/plugins/Marketing/skills/competitive-analysis,github,"Analyze competitive marketing strategies including messaging, positioning, content strategy, and channel presence.","due_diligence, portfolio_support",competitive_analysis,skill,,No,No,"marketing, competitive, messaging, positioning",,4,No,market_research,downloaded
skill-296,Product Marketing Skill,github.com/propane-ai/kits/tree/main/plugins/Marketing/skills/product-marketing,github,"Develop product marketing strategies with positioning, messaging frameworks, launch plans, and competitive differentiation.",portfolio_support,strategic_research,skill,,No,No,"product-marketing, positioning, launch, messaging",,3,No,gtm_sales,downloaded
skill-301,Variance Analysis Skill,github.com/anthropics/knowledge-work-plugins/tree/main/finance/skills/variance-analysis,github,"Decompose financial variances into price, volume, and mix drivers with narrative explanations and waterfall analysis. Budget vs actual, period-over-period, MAPE tracking.","due_diligence, portfolio_support","financial_analysis, kpi_tracking",skill,,Yes,Yes,"variance-analysis, budget, financial-reporting, anthropic",Official Anthropic knowledge-work-plugins. 11.2KB deep methodology.,4,No,financial_modeling,downloaded
skill-302,Financial Statements Skill,github.com/anthropics/knowledge-work-plugins/tree/main/finance/skills/financial-statements,github,"GAAP financial statement presentation (ASC 220/210/230), 3-statement formatting, flux analysis methodology, and financial reporting frameworks.","due_diligence, portfolio_support","financial_analysis, document_review",skill,,Yes,Yes,"gaap, financial-statements, reporting, anthropic",Official Anthropic. 10KB covering GAAP presentation standards.,4,No,financial_modeling,downloaded
skill-303,Audit Support Skill,github.com/anthropics/knowledge-work-plugins/tree/main/finance/skills/audit-support,github,"SOX 404 compliance, control testing, sample selection, audit documentation frameworks. Relevant for pre-IPO portfolio companies.","due_diligence, portfolio_support","financial_analysis, document_review",skill,,Yes,Yes,"audit, sox, compliance, controls, anthropic",Official Anthropic. 16.8KB deep audit methodology.,4,No,due_diligence,downloaded
skill-306,Reconciliation Skill,github.com/anthropics/knowledge-work-plugins/tree/main/finance/skills/reconciliation,github,"GL-to-subledger reconciliation, bank reconciliations, intercompany eliminations. Structured reconciliation methodology.",portfolio_support,financial_analysis,skill,,Yes,Yes,"reconciliation, accounting, intercompany, anthropic",Official Anthropic. 8.1KB solid ops reference.,3,No,financial_modeling,downloaded
skill-307,Legal Risk Assessment Skill,github.com/anthropics/knowledge-work-plugins/tree/main/legal/skills/legal-risk-assessment,github,"5x5 severity/likelihood risk matrix, escalation criteria, risk register methodology. Directly applicable to investment due diligence.",due_diligence,"legal_research, document_review",skill,,Yes,Yes,"legal, risk-assessment, due-diligence, anthropic",Official Anthropic. 12.6KB. Essential for DD legal risk evaluation.,5,No,due_diligence,downloaded
skill-308,Contract Review Skill (Anthropic),github.com/anthropics/knowledge-work-plugins/tree/main/legal/skills/contract-review,github,Playbook-based clause analysis with GREEN/YELLOW/RED severity classification and 3-tier negotiation priority framework.,"due_diligence, fund_operations","legal_research, document_review",skill,,Yes,Yes,"contract-review, legal, negotiation, anthropic",Official Anthropic. 10.9KB. Structured contract analysis methodology.,5,No,due_diligence,downloaded
skill-309,NDA Triage Skill,github.com/anthropics/knowledge-work-plugins/tree/main/legal/skills/nda-triage,github,"10-point NDA checklist, triage classification, routing with timelines. VCs process NDAs constantly during deal flow.","due_diligence, deal_sourcing","legal_research, document_review",skill,,Yes,Yes,"nda, triage, legal, deal-flow, anthropic",Official Anthropic. 11.5KB. Critical for VC deal process.,5,No,due_diligence,downloaded
skill-310,Compliance Skill (GDPR/CCPA),github.com/anthropics/knowledge-work-plugins/tree/main/legal/skills/compliance,github,"Privacy regulation reference covering GDPR, CCPA, LGPD, PIPEDA, PDPA, PIPL with DPA review checklists and compliance frameworks.",due_diligence,"legal_research, document_review",skill,,Yes,Yes,"compliance, gdpr, ccpa, privacy, anthropic",Official Anthropic. 12.8KB. Multi-jurisdiction privacy compliance.,5,No,due_diligence,downloaded
skill-311,Meeting Briefing Skill,github.com/anthropics/knowledge-work-plugins/tree/main/legal/skills/meeting-briefing,github,"5-step meeting prep with structured briefing templates. Meeting-type-specific guidance for board, deal, and regulatory meetings.","portfolio_support, fund_operations","board_materials, strategic_research",skill,,Yes,Yes,"meeting-prep, briefing, board, anthropic",Official Anthropic. 9KB. Great for board and deal meeting prep.,4,No,communications,downloaded
skill-312,Canned Responses Skill,github.com/anthropics/knowledge-work-plugins/tree/main/legal/skills/canned-responses,github,Template management for legal teams. Structured response templates for common legal queries and communications.,portfolio_support,legal_research,skill,,Yes,Yes,"templates, legal, communications, anthropic",Official Anthropic. 11.6KB. Most useful for portfolio cos with in-house legal.,3,No,communications,downloaded
skill-315,Competitive Analysis Skill (PM),github.com/anthropics/knowledge-work-plugins/tree/main/product-management/skills/competitive-analysis,github,"Landscape mapping, feature matrices, win/loss methodology, market trend signal-vs-noise analysis for product management.","due_diligence, portfolio_support","competitive_analysis, market_sizing",skill,,Yes,Yes,"competitive-analysis, product-management, feature-matrix, anthropic",Official Anthropic. 10.5KB. Structured competitive analysis with market trend methodology.,5,No,market_research,downloaded
skill-316,Feature Spec (PRD) Skill,github.com/anthropics/knowledge-work-plugins/tree/main/product-management/skills/feature-spec,github,"PRD template, INVEST user stories, MoSCoW prioritization, acceptance criteria. Structured product requirements methodology.",portfolio_support,strategic_research,skill,,Yes,Yes,"prd, product-management, feature-spec, anthropic",Official Anthropic. 8.9KB. Useful for evaluating portfolio company product process.,4,No,portfolio_operations,downloaded
skill-318,Startup Financial Modeling Skill,github.com/sickn33/antigravity-awesome-skills/tree/main/skills/startup-financial-modeling,github,"Cohort-based revenue modeling (MRR/ARR), startup cost structures, 3-scenario frameworks, fundraising dilution analysis. Stage-appropriate for seed to Series A.","due_diligence, deal_sourcing","financial_analysis, market_sizing",skill,,No,No,"startup, financial-modeling, mrr, arr, fundraising",11.5KB. Cohort-based SaaS revenue modeling with dilution framework.,5,No,financial_modeling,downloaded
skill-319,Market Sizing Analysis Skill,github.com/sickn33/antigravity-awesome-skills/tree/main/skills/market-sizing-analysis,github,"TAM/SAM/SOM via top-down, bottom-up, and value theory approaches. Validation/triangulation methodology and investor presentation formatting.","deal_sourcing, due_diligence","market_sizing, thematic_research",skill,,No,No,"tam, sam, som, market-sizing, investor-presentation",12.8KB. Comprehensive market sizing with triangulation framework.,5,No,market_research,downloaded
skill-320,Startup Analyst Skill,github.com/sickn33/antigravity-awesome-skills/tree/main/skills/startup-analyst,github,"VC analyst in a box: market sizing, financial analysis, competitive landscape, team evaluation, metrics analysis. Stage-aware from pre-seed to Series A.","deal_sourcing, due_diligence","financial_analysis, competitive_analysis, market_sizing, management_research",skill,,No,No,"startup-analysis, vc-analyst, due-diligence, stage-aware",11.6KB. Comprehensive startup evaluation methodology.,5,No,investment_analysis,downloaded
skill-323,Data Storytelling Skill,github.com/sickn33/antigravity-awesome-skills/tree/main/skills/data-storytelling,github,"Data narrative construction, visualization best practices, chart selection methodology. Useful for board deck creation and investor presentations.","portfolio_support, fund_operations","board_materials, lp_reporting",skill,,No,No,"data-storytelling, visualization, board-decks, presentations",11.5KB. Comprehensive data narrative methodology.,4,No,communications,downloaded
skill-324,KPI Dashboard Design Skill,github.com/sickn33/antigravity-awesome-skills/tree/main/skills/kpi-dashboard-design,github,"SaaS metrics dashboards, SQL for KPI calculations, Streamlit code templates. Practical for portfolio monitoring dashboards.",portfolio_support,kpi_tracking,skill,,No,No,"kpi, dashboard, saas-metrics, streamlit, sql",14KB. Includes SQL templates and Streamlit code for SaaS KPI dashboards.,4,No,portfolio_operations,downloaded
skill-325,Product Manager Toolkit Skill,github.com/sickn33/antigravity-awesome-skills/tree/main/skills/product-manager-toolkit,github,"RICE prioritization, customer interview frameworks, PRD templates. Useful for evaluating portfolio company product processes.","portfolio_support, due_diligence",strategic_research,skill,,No,No,"product-management, rice, prd, customer-interviews",8.9KB. Practical PM frameworks and templates.,3,No,portfolio_operations,downloaded
skill-326,Launch Strategy Skill,github.com/sickn33/antigravity-awesome-skills/tree/main/skills/launch-strategy,github,"ORB Framework for product launches, phased launch planning, Product Hunt strategy. Useful for portfolio GTM support.",portfolio_support,strategic_research,skill,,No,No,"launch-strategy, product-hunt, gtm, go-to-market",12.2KB. Comprehensive launch methodology.,4,No,gtm_sales,downloaded
skill-327,AI Product Skill,github.com/sickn33/antigravity-awesome-skills/tree/main/skills/ai-product,github,"AI product development patterns, anti-patterns, sharp edges. Critical for evaluating AI startups and portfolio AI product decisions.","due_diligence, portfolio_support","technical_dd, strategic_research",skill,,No,No,"ai-product, product-development, anti-patterns, ai-startups",2.2KB. Focused AI product evaluation framework.,4,No,portfolio_operations,downloaded
skill-329,US Market Bubble Detector Skill,github.com/tradermonty/claude-trading-skills/tree/main/skills/us-market-bubble-detector,github,Minsky/Kindleberger quantitative bubble scoring methodology. Useful for timing fund deployment and exit decisions.,deal_sourcing,"thematic_research, trend_analysis",skill,,No,No,"bubble-detection, macro, minsky, kindleberger, market-timing",18.5KB. Public market focus but useful for VC market cycle awareness.,4,No,investment_analysis,downloaded
skill-330,CEO Advisor Skill,github.com/alirezarezvani/claude-skills/tree/main/c-level-advisor/ceo-advisor,github,"Board governance, fundraising by stage, investor relations, OKRs, crisis management. Comprehensive CEO advisory framework with Python tools.","portfolio_support, fund_operations","board_materials, fundraising_support, strategic_research",skill,,No,No,"ceo-advisory, board-governance, fundraising, okrs, crisis-management",11KB. Includes stage-specific fundraising guidance and board governance frameworks.,4,No,portfolio_operations,downloaded
skill-331,Financial Analyst Toolkit Skill,github.com/alirezarezvani/claude-skills/tree/main/finance/financial-analyst,github,"Ratio analysis, DCF (WACC/CAPM), 13-week rolling forecast. SaaS adaptation with MRR, ARR, CAC, LTV metrics.",due_diligence,financial_analysis,skill,,No,No,"financial-analysis, dcf, saas-metrics, ratio-analysis, forecast",6.9KB. Practical financial toolkit with SaaS metric adaptation.,4,No,financial_modeling,downloaded
skill-332,Creating Financial Models Skill (Cookbooks),github.com/anthropics/claude-cookbooks/tree/main/skills/custom_skills/creating-financial-models,github,"DCF analysis, sensitivity testing, Monte Carlo simulations, and scenario planning for investment decisions. Official Anthropic cookbook.",due_diligence,financial_analysis,skill,,Yes,Yes,"financial-modeling, dcf, monte-carlo, scenario-planning, anthropic",5.1KB. Official Anthropic cookbook example for financial modeling.,4,No,financial_modeling,downloaded
skill-334,Competitive Intelligence & Market Research Skill,github.com/sundial-org/awesome-openclaw-skills/tree/main/skills/competitive-intelligence-market-research,github,"Massive B2B SaaS CI playbook: 24 scenarios, 4 verticals, 3 stages, battle cards, win/loss frameworks, market research methodology.","due_diligence, deal_sourcing, portfolio_support","competitive_analysis, market_sizing, thematic_research",skill,,No,No,"competitive-intelligence, market-research, b2b-saas, battlecards, win-loss",88KB. Extremely comprehensive B2B SaaS CI playbook.,5,No,market_research,downloaded
skill-335,Contract Review Skill (CUAD),github.com/evolsb/claude-legal-skill,github,"CUAD dataset grounded (41 risk categories, 510 real contracts). Party-position-aware contract review with M&A document coverage.","due_diligence, fund_operations","legal_research, document_review",skill,,No,No,"contract-review, cuad, legal, m&a, risk-categories",14.4KB. CUAD-grounded with 41 risk categories from 510 real contracts.,5,No,due_diligence,downloaded
skill-336,Investment Analyst Agent,github.com/NicholasSpisak/claude-code-subagents/tree/main/agents/finance-strategy,github,"VC-focused investment evaluation with staged funding analysis, dilution modeling, real options valuation, and board-ready output.","due_diligence, deal_sourcing","financial_analysis, thematic_research",skill,,No,No,"investment-analysis, vc-evaluation, dilution, agent-format",3.1KB. Agent .md format (not SKILL.md). Database entry only.,5,No,investment_analysis,
skill-337,Business Strategist Agent,github.com/NicholasSpisak/claude-code-subagents/tree/main/agents/finance-strategy,github,"SWOT, Porter's Five Forces, Blue Ocean, market entry strategies, business model innovation frameworks.","due_diligence, deal_sourcing","competitive_analysis, thematic_research",skill,,No,No,"strategy, swot, porters-five-forces, blue-ocean, agent-format",3.1KB. Agent .md format. Includes multiple strategic frameworks.,4,No,market_research,
skill-338,Financial Analyst Agent,github.com/NicholasSpisak/claude-code-subagents/tree/main/agents/finance-strategy,github,"3-statement models, unit economics, cohort revenue analysis, break-even analysis, GAAP/IFRS compliance.",due_diligence,financial_analysis,skill,,No,No,"financial-analysis, unit-economics, cohort-analysis, agent-format",6.1KB. Agent .md format. Deep financial analysis methodology.,4,No,financial_modeling,
skill-339,Risk Assessor Agent,github.com/NicholasSpisak/claude-code-subagents/tree/main/agents/finance-strategy,github,"Enterprise risk management, Monte Carlo simulation, risk heat maps, stress testing, business continuity planning.",due_diligence,"financial_analysis, strategic_research",skill,,No,No,"risk-assessment, monte-carlo, stress-testing, agent-format",3.2KB. Agent .md format. Quantitative risk methodology.,4,No,due_diligence,
skill-340,TAM Market Sizing Agent,github.com/NicholasSpisak/claude-code-subagents/tree/main/agents/market-research-agents,github,"McKinsey/BCG/Gartner market sizing methodologies, triangulation, confidence intervals, investor-scrutiny-ready outputs.","deal_sourcing, due_diligence","market_sizing, thematic_research",skill,,No,No,"tam, market-sizing, mckinsey, bcg, agent-format",4.2KB. Agent .md format. Premium market sizing methodology.,5,No,market_research,
skill-341,Business Model Analyzer Agent,github.com/NicholasSpisak/claude-code-subagents/tree/main/agents/market-research-agents,github,"Monetization frameworks (subscription/freemium/marketplace), unit economics, pricing strategy models.",due_diligence,"financial_analysis, strategic_research",skill,,No,No,"business-model, monetization, pricing, unit-economics, agent-format",4.3KB. Agent .md format. Business model evaluation frameworks.,4,No,investment_analysis,
skill-342,Competitive Intelligence Agent,github.com/NicholasSpisak/claude-code-subagents/tree/main/agents/market-research-agents,github,"Competitor profiles (funding, team, tech stack), win/loss analysis, competitive positioning for market research.","due_diligence, deal_sourcing",competitive_analysis,skill,,No,No,"competitive-intelligence, competitor-profiles, win-loss, agent-format",5.1KB. Agent .md format. Startup competitive analysis.,3,No,market_research,
skill-343,Revenue Analyst Agent,github.com/NicholasSpisak/claude-code-subagents/tree/main/agents/growth-revenue-operations,github,"SaaS metrics (MRR, ARR, NDR, NRR, Rule of 40), cohort LTV/churn analysis, pipeline velocity tracking.","due_diligence, portfolio_support","financial_analysis, kpi_tracking",skill,,No,No,"revenue-analysis, saas-metrics, mrr, arr, ndr, agent-format",3.1KB. Agent .md format. SaaS revenue metrics methodology.,5,No,financial_modeling,
skill-344,Partnership Strategist Agent,github.com/NicholasSpisak/claude-code-subagents/tree/main/agents/growth-revenue-operations,github,"Partner ecosystems, revenue sharing, enablement programs for growth and portfolio operations.",portfolio_support,strategic_research,skill,,No,No,"partnerships, revenue-sharing, ecosystems, agent-format",3.7KB. Agent .md format. Partnership and channel strategy.,3,No,gtm_sales,
skill-345,Customer Acquisition Agent,github.com/NicholasSpisak/claude-code-subagents/tree/main/agents/growth-revenue-operations,github,"CAC optimization, funnel analysis, multi-channel attribution, customer acquisition strategy frameworks.",portfolio_support,"strategic_research, kpi_tracking",skill,,No,No,"customer-acquisition, cac, funnel-analysis, attribution, agent-format",3.3KB. Agent .md format. Growth and acquisition methodology.,3,No,gtm_sales,
skill-346,VC Market Sizing,github.com/luisschmitzheadline/VC-Skills.md,github,"Bottom-up market sizing (TAM/SAM/SOM) using ARPC decomposition method with top-down sanity check. Segment-level customer counts, volume/price breakdowns, and source-backed assumptions.","deal_sourcing, due_diligence","market_sizing, financial_analysis, thematic_research",skill,,No,Yes,"tam, sam, som, market-sizing, arpc, bottom-up, knowledge-skill",5.9KB. ARPC decomposition framework with hybrid revenue model support. Includes quality checklist and worked example.,5,No,market_research,downloaded
skill-347,Superforecaster Skill,github.com/agentydragon/ducktape/tree/devel/nix/home/claude_code/skills/superforecaster,github,"Probabilistic forecasting using superforecasting methodology: Fermi decomposition, hierarchical Bayesian priors, Monte Carlo simulation, calibration tables, and tail risk decomposition with worked startup valuation examples.","deal_sourcing, due_diligence","financial_analysis, market_sizing, risk_assessment",knowledge,,No,No,"forecasting, probability, monte-carlo, fermi, calibration, knowledge-skill","17.0KB. Superforecasting cookbook with startup-specific domain (power law outcomes, stage survival rates). Prediction market references, output format templates.",4,No,investment_analysis,downloaded
skill-348,Competitive Landscape Analysis Skill (wshobson),github.com/wshobson/agents/tree/main/plugins/startup-business-analyst/skills/competitive-landscape,github,"Comprehensive competitive analysis: Porter's Five Forces, Blue Ocean Strategy (Four Actions Framework, Strategy Canvas), competitive positioning maps, sustainable competitive advantages (network effects, switching costs, scale, brand, proprietary tech, regulatory moats).","due_diligence, deal_sourcing","competitive_analysis, thematic_research",knowledge,,No,No,"competitive-analysis, porters-five-forces, blue-ocean, moats, defensibility, knowledge-skill",12.0KB. Full Porter's Five Forces treatment plus moats/defensibility analysis directly applicable to VC due diligence.,4,No,market_research,downloaded
skill-349,Founder Coach Skill,github.com/acossta/chief-of-staff-oss/tree/main/.claude/skills/founder-coach,github,"Executive coaching methodology from Bill Campbell, Jerry Colonna, Marshall Goldsmith, Ben Horowitz, Fred Kofman, Matt Mochary. Coaching session structure, situation-specific question banks, proactive coaching detection (circular thinking, avoidance signals).",portfolio_support,"portfolio_advisory, management_research",knowledge,,No,No,"coaching, founder-support, portfolio-ops, mochary-method, knowledge-skill","5.0KB. Draws from Trillion Dollar Coach, Reboot, Mochary method. Fills unique gap in portfolio operations.",4,No,portfolio_operations,downloaded
skill-350,Fundraising Process Skill,github.com/liqiongyu/lenny_skills_plus/tree/main/skills/fundraising,github,"End-to-end fundraising workflow: Raise Decision Memo, Round Design Brief, Pitch Narrative + Deck Outline, Investor ICP + Pipeline Tracker, Outreach + Follow-up Scripts, Diligence Prep, Quality Gate.","portfolio_support, investor_relations","portfolio_advisory, lp_communication",knowledge,,No,No,"fundraising, raise-decision, pipeline, portfolio-ops, knowledge-skill",8.2KB. 8-step fundraising process with Raise Decision Memo and pipeline math. Directly applicable to portfolio advisory.,4,No,investor_relations,downloaded
skill-351,Strategic Pitch Optimization Skill,github.com/samarv/Shanon/tree/main/.claude/skills/strategic-pitch-optimization,github,"Pitch narrative psychology: problem-focused storytelling, High-Value First Slide technique, emotional micro-details, 'One More Story' close, '20-Stranger Test' for problem validation, Complexity Trap avoidance.","portfolio_support, deal_sourcing","portfolio_advisory, management_research",knowledge,,No,No,"pitch, narrative, storytelling, presentation, knowledge-skill",4.9KB. Focuses on narrative/psychological layer of pitching. Complements existing deck-structure skills.,4,No,investor_relations,downloaded
skill-352,YC Startup Fundamentals Skill,github.com/jona/ycombinator-skills/tree/main/skills/yc-startup-fundamentals,github,"Y Combinator methodology: team formation (2-4 co-founders, 50%+ engineers), Idea Frequency Filter, 2-month MVP timeline, Three Growth Paths, FOMO Compressed Timeline fundraising, Investor Evaluation hierarchy (growth > team > experience).","deal_sourcing, due_diligence","management_research, competitive_analysis, financial_analysis",knowledge,,No,No,"yc, y-combinator, startup-evaluation, seed-stage, knowledge-skill",8.0KB. Core YC methodology with specific quantitative guidance. Foundational seed/early-stage evaluation framework.,5,No,investment_analysis,downloaded
skill-353,Analyzing Funding Landscape Skill,github.com/jesseotremblay/claude-skills/tree/main/analyzing-funding-landscape,github,"Funding landscape analysis templates: volume/stage/valuation trends, investor landscape mapping (tiered investors, co-investment networks, thesis mapping), M&A activity analysis, round benchmarking, four analysis patterns (pre-fundraising, competitive intelligence, market entry, M&A exit).","deal_sourcing, due_diligence","thematic_research, financial_analysis, market_sizing",knowledge,,No,No,"funding-landscape, investor-mapping, m-and-a, benchmarking, knowledge-skill","15.2KB. Structured templates for funding trends, investor landscape, and M&A activity analysis.",5,No,investment_analysis,downloaded
skill-354,Product-Led Growth Skill,github.com/wdavidturner/product-skills/tree/main/skills/product-led-growth,github,"PLG evaluation framework: when to use/when NOT to use PLG (5 anti-conditions), critical anti-patterns (PLG without individual use case, freemium cannibalizing revenue), PQL without buyer identification. Based on Elena Verna and Hila Qu frameworks.","due_diligence, deal_sourcing","competitive_analysis, thematic_research",knowledge,,No,No,"plg, product-led-growth, b2b-saas, anti-patterns, knowledge-skill",5.4KB. PLG anti-pattern framework particularly valuable for B2B SaaS investment diligence.,4,No,gtm_sales,downloaded
skill-355,Product-Market Fit Assessment Skill,github.com/slgoodrich/agents/tree/main/plugins/ai-pm-copilot/skills/product-market-fit,github,"Operationalized PMF assessment: Sean Ellis 40% Test, Superhuman PMF Engine (5-step process), Retention Curve Analysis (leaky bucket/flattening/smiling), leading vs. lagging indicators, PMF Dashboard (Big 3 metrics), case studies (Superhuman, Slack, Quibi, Figma).","due_diligence, portfolio_support","competitive_analysis, financial_analysis, portfolio_advisory",knowledge,,No,No,"pmf, product-market-fit, sean-ellis, retention, knowledge-skill",12.3KB. Highest-quality PMF skill with specific thresholds and leading vs. lagging indicator frameworks for early-stage evaluation.,5,No,due_diligence,downloaded
skill-356,Startup Go-to-Market Skill,github.com/vasilyu1983/AI-Agents-public/tree/main/frameworks/shared-skills/skills/startup-go-to-market,github,"Startup GTM evaluation: motion types (PLG/Hybrid/Sales-Led/Community-Led/Partner-Led) with ACV-based decision tree, ICP scoring, channel strategy by stage (pre-PMF through scale), PQL scoring, growth loops taxonomy, RevOps alignment.","due_diligence, portfolio_support","competitive_analysis, portfolio_advisory",knowledge,,No,No,"gtm, go-to-market, startup-evaluation, growth-loops, knowledge-skill",9.8KB. Best-in-class startup GTM with ACV-based motion selection and stage-based channel sequencing. Modern (Jan 2026).,4,No,gtm_sales,downloaded
skill-357,Willingness-to-Pay Discovery Skill,github.com/samarv/Shanon/tree/main/.claude/skills/willingness-to-pay-discovery,github,"Pricing assessment framework: relative value mapping, psychological price thresholds (acceptable/expensive/prohibitive), purchase probability heuristics, Leaders/Fillers/Killers product configuration, feature prioritization methods.",due_diligence,"financial_analysis, competitive_analysis",knowledge,,No,No,"pricing, willingness-to-pay, unit-economics, knowledge-skill",4.4KB. Pricing power assessment useful for due diligence on SaaS packaging and unit economics defensibility.,3,No,due_diligence,downloaded
skill-358,Lean Startup Methodology Skill,github.com/rwHiveAqua/_idea_spinner/tree/main/.claude/skills/lean-startup,github,"Eric Ries Lean Startup methodology: Build-Measure-Learn cycles, MVP types (Concierge, Wizard of Oz, Landing Page, Single-Feature, Piecemeal), Innovation Accounting, 10 pivot types, Three Engines of Growth, actionable vs. vanity metrics.","portfolio_support, due_diligence","portfolio_advisory, management_research",knowledge,,No,No,"lean-startup, mvp, pivots, build-measure-learn, knowledge-skill",19.1KB. Comprehensive Lean Startup reference. 10 pivot types and Three Engines of Growth particularly useful for portfolio advising.,3,No,portfolio_operations,downloaded
skill-359,SaaS Financial Projections Skill,github.com/founderjourney/claude-skills/tree/main/saas-financial-projections,github,"2025-2026 SaaS benchmarks (ARR growth, retention, unit economics, valuation multiples), three-scenario projection framework, cohort-based modeling, exit valuation methods (revenue multiple, EBITDA, DCF), formula reference sheet.","deal_sourcing, due_diligence","financial_analysis, valuation, investment_memo",knowledge,,No,No,"saas, financial-projections, benchmarks, valuation, unit-economics, knowledge-skill",11.6KB. Current benchmarks (2025-2026) make it immediately actionable for VC financial analysis. Three-scenario projection framework and exit valuation methods directly useful for investment memo modeling.,5,No,financial_modeling,downloaded
skill-360,Startup Trend Prediction Skill,github.com/vasilyu1983/AI-Agents-public/tree/main/frameworks/shared-skills/skills/startup-trend-prediction,github,"Adoption curve frameworks (Rogers, Bass diffusion model with parameters), hype cycle defenses, signal vs noise framework (VC funding patterns, job postings, GitHub activity), market timing ROI formula, reference class forecasting.","deal_sourcing, due_diligence","thematic_research, market_sizing, competitive_analysis",knowledge,,No,No,"trend-analysis, market-timing, adoption-curves, thematic-investing, knowledge-skill","14.6KB. Signal vs noise framework (VC funding patterns, job postings, GitHub activity) directly applicable to sourcing and market research. No equivalent in database.",4,No,market_research,downloaded
skill-361,Startup Fundraising Skill,github.com/vasilyu1983/AI-Agents-public/tree/main/frameworks/shared-skills/skills/startup-fundraising,github,"Fundraising stage overview (pre-seed through Series C+), burn multiple benchmarks, SAFE vs convertible note comparison (2026-current), round sizing formulas, ARR multiple benchmarks, pitch deck structure, investor targeting framework.","due_diligence, portfolio_support","financial_analysis, portfolio_advisory",knowledge,,No,No,"fundraising, burn-multiple, safe-notes, round-sizing, knowledge-skill","12.0KB. Burn multiple benchmarks, SAFE vs convertible note comparison, and stage-specific ARR multiples useful for evaluating founder fundraising readiness.",4,No,investor_relations,downloaded
